marque,annee,prix_de_vente,kilometrage,carburant,type_vendeur,transmission,proprietaire,consommation,moteur,puissance,nb_sieges
Volkswagen,12,3231,125000,Diesel,Individuel,Manuel,Quatrième,20.54,1598,103.6,5.0
Mahindra,12,5581,108000,Diesel,Concessionnaire,Manuel,Premier,16.0,2179,140.0,7.0
Hyundai,11,3760,51856,Essence,Concessionnaire,Manuel,Troisième,18.5,1197,80.0,5.0
Mahindra,8,11750,35000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
Maruti,10,1845,47200,Essence,Individuel,Manuel,Troisième,16.1,796,37.0,4.0
Mahindra,7,7873,73000,Diesel,Individuel,Manuel,Premier,15.4,2523,75.0,7.0
Maruti,6,9106,32000,Diesel,Concessionnaire,Manuel,Premier,24.3,1248,88.5,5.0
Maruti,16,1763,70000,Essence,Individuel,Manuel,Troisième,18.9,1061,67.0,5.0
Ford,7,6051,68609,Diesel,Concessionnaire,Manuel,Premier,22.7,1498,89.84,5.0
Ford,9,3760,120000,Diesel,Individuel,Manuel,Troisième,20.0,1399,68.05,5.0
Hyundai,6,8225,82000,Diesel,Individuel,Manuel,Premier,24.8,1396,88.7,5.0
Autres,6,33194,22000,Diesel,Concessionnaire,Automatique,Premier,15.73,1968,174.33,5.0
Maruti,6,7755,56000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Tata,5,10105,60000,Diesel,Individuel,Manuel,Premier,21.5,1497,108.5,5.0
Honda,15,2938,100000,Essence,Individuel,Manuel,Premier,17.7,1497,78.0,5.0
Mahindra,8,6874,50000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Volkswagen,9,6639,111000,Diesel,Individuel,Manuel,Premier,20.34,1498,103.2,5.0
Ford,10,3819,69000,Diesel,Concessionnaire,Manuel,Premier,18.6,1388,67.0,5.0
Tata,9,5640,70000,Diesel,Individuel,Manuel,Deuxième,15.05,2179,147.9,7.0
Renault,6,3819,38000,Essence,Individuel,Manuel,Premier,23.01,999,67.0,5.0
Toyota,17,3525,140000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,8.0
Maruti,6,7520,110000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Toyota,6,7344,25538,Essence,Autre connexion,Manuel,Premier,16.78,1496,88.73,5.0
Hyundai,8,7638,80000,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Honda,7,6463,56494,Essence,Autre connexion,Manuel,Premier,18.2,1199,88.7,5.0
Maruti,14,3173,80000,Essence,Individuel,Manuel,Premier,16.6,1197,85.0,5.0
Maruti,4,7931,16500,Essence,Individuel,Manuel,Premier,21.01,1197,81.8,5.0
Maruti,7,7285,28180,Diesel,Concessionnaire,Manuel,Premier,23.65,1248,88.5,5.0
Maruti,12,2844,120000,Diesel,Individuel,Manuel,Premier,21.5,1248,88.8,5.0
Volkswagen,10,4700,120000,Diesel,Individuel,Manuel,Deuxième,20.54,1598,103.6,5.0
Hyundai,6,9988,63186,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Renault,4,4465,15000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Hyundai,14,1351,90000,Essence,Individuel,Manuel,Quatrième,17.92,1086,62.1,5.0
Chevrolet,12,4230,100000,Diesel,Individuel,Manuel,Premier,18.3,1991,147.9,5.0
Hyundai,6,3525,15151,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Maruti,14,1410,140000,Essence,Individuel,Manuel,Troisième,19.0,998,66.1,5.0
Mahindra,9,6169,70000,Diesel,Individuel,Manuel,Deuxième,16.55,2498,105.0,6.0
Ford,13,2174,85568,Diesel,Concessionnaire,Manuel,Premier,18.5,1399,68.0,5.0
Maruti,6,10340,25000,Diesel,Individuel,Manuel,Premier,24.3,1248,88.5,5.0
Maruti,10,4817,80235,Diesel,Concessionnaire,Manuel,Deuxième,28.4,1248,74.02,5.0
Hyundai,5,11163,13887,Essence,Individuel,Manuel,Premier,17.0,1591,121.3,5.0
Mahindra,6,4230,29000,Essence,Individuel,Manuel,Premier,18.15,1198,82.0,6.0
Hyundai,3,5875,1000,Essence,Individuel,Manuel,Premier,20.3,1086,68.07,5.0
Hyundai,5,6463,50000,Diesel,Individuel,Manuel,Premier,24.0,1186,73.97,5.0
Maruti,8,7050,50000,Diesel,Individuel,Manuel,Premier,26.21,1248,88.5,5.0
Chevrolet,12,2233,20000,Essence,Individuel,Manuel,Deuxième,18.0,995,62.0,5.0
Hyundai,7,7050,10000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Volkswagen,11,4935,110000,Diesel,Individuel,Manuel,Troisième,19.33,1968,138.1,5.0
BMW,4,63450,7500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Mahindra,9,9988,75000,Diesel,Concessionnaire,Manuel,Premier,15.1,2179,140.0,7.0
Maruti,15,2597,35008,Essence,Concessionnaire,Manuel,Premier,21.79,998,67.05,5.0
Volvo,5,29081,2000,Diesel,Concessionnaire,Automatique,Premier,16.8,1984,150.0,5.0
Mahindra,11,3760,120000,Diesel,Individuel,Manuel,Premier,11.68,2498,112.0,7.0
Ford,8,9106,30000,Essence,Individuel,Automatique,Premier,15.63,1499,110.4,5.0
Autres,4,60513,20000,Essence,Concessionnaire,Automatique,Premier,22.37,2487,214.56,5.0
Hyundai,14,3995,214000,Essence,Individuel,Manuel,Deuxième,13.9,1599,103.2,5.0
Maruti,26,3525,186388,Essence,Individuel,Manuel,Deuxième,14.8,1298,80.0,8.0
Maruti,20,764,70000,Essence,Individuel,Manuel,Quatrième,18.9,998,67.1,5.0
Toyota,8,9283,126000,Diesel,Individuel,Manuel,Troisième,21.43,1364,87.2,5.0
Hyundai,6,6228,80000,Diesel,Individuel,Manuel,Deuxième,24.0,1186,73.97,5.0
Chevrolet,16,1880,130000,Diesel,Individuel,Manuel,Deuxième,16.52,1991,123.7,5.0
Renault,11,2879,100000,Diesel,Concessionnaire,Manuel,Premier,23.08,1461,63.1,5.0
Renault,9,7285,90000,Diesel,Individuel,Manuel,Deuxième,19.01,1461,108.45,5.0
Ford,19,4700,93415,Diesel,Concessionnaire,Manuel,Premier,13.1,2499,141.0,7.0
Hyundai,11,4876,60000,Essence,Concessionnaire,Manuel,Premier,17.7,1497,113.42,5.0
Chevrolet,12,1410,90000,Essence,Individuel,Manuel,Premier,18.6,1199,79.4,5.0
Tata,12,1293,50000,Diesel,Individuel,Manuel,Premier,17.2,1396,53.5,5.0
Toyota,11,7638,138000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,8.0
Hyundai,8,6815,74000,Diesel,Individuel,Manuel,Deuxième,21.19,1396,88.73,5.0
Mahindra,16,2115,187000,Diesel,Individuel,Manuel,Deuxième,19.2,1461,65.0,5.0
Maruti,5,8977,25000,Essence,Individuel,Manuel,Premier,20.73,1373,91.1,5.0
Mahindra,16,2350,152000,Diesel,Individuel,Manuel,Quatrième,10.5,2609,120.0,9.0
Hyundai,8,6933,70000,Essence,Individuel,Manuel,Troisième,17.19,1197,81.86,5.0
Hyundai,11,5875,70000,Diesel,Individuel,Manuel,Premier,22.32,1582,126.32,5.0
Toyota,13,5581,100000,Diesel,Individuel,Manuel,Deuxième,12.8,2494,102.0,7.0
Honda,9,7638,140000,Diesel,Individuel,Manuel,Premier,25.1,1498,98.6,5.0
Volkswagen,11,4700,100000,Diesel,Individuel,Manuel,Deuxième,20.54,1598,103.6,5.0
Hyundai,12,2938,120000,Diesel,Individuel,Manuel,Troisième,23.0,1396,90.0,5.0
Toyota,12,3525,120000,Essence,Individuel,Manuel,Troisième,17.6,1496,88.7,5.0
Maruti,5,8813,35000,Diesel,Individuel,Manuel,Premier,27.39,1248,74.0,5.0
Chevrolet,12,3408,88000,Diesel,Individuel,Manuel,Troisième,16.52,1991,123.7,5.0
Maruti,9,5875,60000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Volkswagen,4,6463,30000,Essence,Individuel,Manuel,Deuxième,19.44,999,75.0,5.0
Skoda,11,3466,140000,Diesel,Individuel,Manuel,Premier,20.5,1598,103.5,5.0
Ford,5,8225,25000,Essence,Individuel,Manuel,Premier,18.16,1196,86.8,5.0
Maruti,14,1410,70000,Essence,Individuel,Manuel,Deuxième,18.9,1061,67.0,5.0
Maruti,10,2526,35000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Hyundai,5,6228,52000,Essence,Individuel,Manuel,Premier,17.19,1197,81.86,5.0
Honda,9,4935,100000,Diesel,Individuel,Manuel,Deuxième,25.8,1498,98.6,5.0
Mahindra,5,12925,50000,Diesel,Individuel,Manuel,Premier,15.1,2179,152.87,7.0
Hyundai,13,2350,80000,GPL,Individuel,Manuel,Deuxième,18.83,1086,62.1,5.0
Maruti,14,1669,70000,Essence,Individuel,Manuel,Deuxième,18.9,1061,67.0,5.0
Skoda,7,7931,28182,Essence,Autre connexion,Automatique,Premier,14.3,1598,103.52,5.0
Maruti,9,5887,68000,Diesel,Concessionnaire,Manuel,Premier,22.9,1248,74.0,5.0
Hyundai,6,6698,30000,Essence,Individuel,Manuel,Premier,18.6,1197,81.83,5.0
Tata,8,5910,110000,Diesel,Individuel,Manuel,Premier,14.1,2179,147.94,7.0
Mercedes-Benz,6,31725,16000,Essence,Concessionnaire,Automatique,Premier,14.74,1991,181.04,5.0
Chevrolet,6,7931,50000,Diesel,Individuel,Manuel,Deuxième,18.2,1248,73.74,7.0
Maruti,6,4583,70000,Essence,Individuel,Manuel,Premier,15.37,1196,73.0,5.0
Maruti,7,3173,50000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Skoda,6,9988,35000,Diesel,Individuel,Automatique,Deuxième,21.72,1498,108.6,5.0
Hyundai,4,4935,30000,Essence,Individuel,Manuel,Premier,20.3,1086,68.0,5.0
Maruti,4,4688,10000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Tata,9,3290,100000,Diesel,Individuel,Manuel,Premier,19.1,1405,70.0,5.0
Nissan,10,3231,80000,Essence,Individuel,Manuel,Troisième,16.95,1498,97.7,5.0
Volkswagen,8,6463,120000,Diesel,Individuel,Manuel,Deuxième,20.34,1498,103.2,5.0
Renault,6,8166,34000,Diesel,Concessionnaire,Manuel,Premier,21.04,1461,83.8,8.0
Maruti,7,5875,22947,Essence,Individuel,Manuel,Premier,20.4,1197,81.8,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Toyota,8,5288,25000,Diesel,Individuel,Manuel,Premier,23.59,1364,67.04,5.0
Nissan,11,4113,110000,Essence,Individuel,Manuel,Premier,16.95,1498,97.7,5.0
Jaguar,6,37600,45000,Diesel,Concessionnaire,Automatique,Premier,19.33,1999,177.0,5.0
Volvo,4,44650,20000,Diesel,Individuel,Automatique,Premier,18.0,1969,190.0,5.0
Hyundai,12,5288,108000,Diesel,Individuel,Manuel,Premier,22.32,1582,126.3,5.0
Maruti,8,4700,49907,Essence,Concessionnaire,Manuel,Premier,21.63,998,67.04,5.0
Honda,8,5875,100000,Diesel,Individuel,Manuel,Premier,26.0,1498,98.6,5.0
Jaguar,10,28788,60000,Diesel,Individuel,Automatique,Premier,16.36,2179,187.7,5.0
Maruti,9,2938,40000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Hyundai,8,3760,91000,Diesel,Individuel,Manuel,Troisième,24.4,1120,71.0,5.0
Tata,11,1586,146000,Diesel,Individuel,Manuel,Premier,19.61,1405,70.0,5.0
Maruti,6,10117,61260,Diesel,Concessionnaire,Manuel,Premier,24.3,1248,88.5,5.0
Autres,14,1763,55000,Essence,Individuel,Manuel,Premier,14.6,1368,88.7,5.0
Maruti,7,6169,40000,Diesel,Individuel,Manuel,Deuxième,26.59,1248,74.0,5.0
Honda,8,9400,90000,Diesel,Individuel,Manuel,Deuxième,25.1,1498,98.6,5.0
Tata,11,2350,90000,Diesel,Individuel,Manuel,Troisième,11.57,2179,138.1,7.0
Honda,13,4465,85000,Essence,Individuel,Manuel,Deuxième,17.0,1497,118.0,5.0
Renault,9,5816,175000,Diesel,Individuel,Manuel,Premier,19.01,1461,108.45,5.0
Hyundai,5,3513,33000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Maruti,5,8695,38817,Diesel,Concessionnaire,Manuel,Premier,27.39,1248,74.0,5.0
Maruti,4,7755,10000,Essence,Individuel,Automatique,Premier,21.4,1197,83.1,5.0
Skoda,7,7579,11000,Essence,Concessionnaire,Automatique,Premier,14.3,1598,103.5,5.0
Maruti,12,1351,10000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Maruti,11,4465,70000,Diesel,Individuel,Manuel,Troisième,22.9,1248,74.0,5.0
Toyota,7,23500,68089,Essence,Autre connexion,Automatique,Premier,19.16,2494,157.7,5.0
Honda,9,7403,56000,Diesel,Individuel,Manuel,Deuxième,25.1,1498,98.6,5.0
Volkswagen,6,8225,40906,Diesel,Concessionnaire,Manuel,Premier,21.66,1498,108.62,5.0
Hyundai,5,15863,5000,Essence,Individuel,Automatique,Premier,14.8,1591,121.3,5.0
Volkswagen,11,9388,61100,Diesel,Concessionnaire,Automatique,Premier,14.3,1968,140.0,5.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
Honda,15,4406,90000,Essence,Individuel,Manuel,Troisième,13.5,1799,130.0,5.0
Datsun,4,3819,1300,Essence,Individuel,Manuel,Premier,22.5,999,67.0,5.0
Hyundai,11,5288,128000,Diesel,Individuel,Manuel,Deuxième,22.32,1582,126.32,5.0
Maruti,9,5758,67000,Diesel,Concessionnaire,Manuel,Premier,28.4,1248,74.0,5.0
Maruti,8,7461,50000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Maruti,11,4994,96000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.8,7.0
Maruti,17,1410,100000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Maruti,3,4583,6000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Maruti,6,3819,3564,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Maruti,6,8225,35000,Essence,Individuel,Manuel,Premier,17.5,1373,91.1,7.0
Mahindra,7,11163,60000,Diesel,Individuel,Manuel,Troisième,15.4,1997,120.0,7.0
Maruti,8,6286,40000,Diesel,Concessionnaire,Manuel,Premier,26.21,1248,88.5,5.0
Maruti,6,5346,60000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Ford,13,2350,110000,Diesel,Individuel,Manuel,Deuxième,20.0,1399,68.0,5.0
Maruti,12,2585,90000,Essence,Individuel,Manuel,Deuxième,19.0,998,66.1,5.0
Maruti,6,6991,40000,Essence,Individuel,Manuel,Premier,20.85,1197,83.14,5.0
Honda,8,4876,45000,Essence,Individuel,Automatique,Premier,15.5,1198,86.7,5.0
Hyundai,4,6933,90000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Toyota,13,4994,83585,Diesel,Concessionnaire,Manuel,Premier,21.43,1364,87.2,5.0
Honda,4,9153,7032,Essence,Autre connexion,Automatique,Premier,19.0,1199,88.76,5.0
Maruti,8,6110,70000,Diesel,Individuel,Manuel,Premier,26.59,1248,74.0,5.0
Toyota,7,11163,99000,Diesel,Concessionnaire,Manuel,Premier,12.99,2494,100.6,7.0
Autres,7,22913,120000,Diesel,Individuel,Manuel,Premier,13.5,2477,175.56,7.0
Maruti,5,8754,48000,Diesel,Concessionnaire,Manuel,Premier,24.3,1248,88.5,5.0
Hyundai,3,7931,5000,Essence,Individuel,Automatique,Premier,20.7,1197,81.86,5.0
Maruti,10,3525,70000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Mahindra,8,7638,150000,Diesel,Individuel,Manuel,Premier,15.4,1997,120.0,7.0
Tata,4,6110,14000,Essence,Individuel,Manuel,Premier,20.3,1199,84.0,5.0
Hyundai,12,1880,60000,Essence,Individuel,Manuel,Premier,19.81,1086,68.05,5.0
Hyundai,7,5640,56000,Diesel,Individuel,Manuel,Premier,24.0,1120,70.0,5.0
Autres,5,35250,20000,Diesel,Individuel,Automatique,Premier,20.38,1968,143.0,5.0
Hyundai,10,2115,60000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Hyundai,9,2702,70000,Essence,Individuel,Manuel,Premier,21.1,814,55.2,5.0
Mahindra,4,14394,6544,Diesel,Individuel,Manuel,Premier,20.0,1497,115.0,5.0
Maruti,11,5405,87000,Diesel,Individuel,Manuel,Premier,20.77,1248,88.76,7.0
Maruti,10,5581,149000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Maruti,5,8977,25000,Essence,Individuel,Manuel,Premier,20.73,1373,91.1,5.0
Tata,8,5910,110000,Diesel,Individuel,Manuel,Premier,14.1,2179,147.94,7.0
Maruti,6,7638,78000,Diesel,Individuel,Manuel,Troisième,28.09,1248,88.5,5.0
Maruti,7,4700,60000,Diesel,Individuel,Manuel,Troisième,23.2,1248,73.94,5.0
Hyundai,6,5288,56290,Diesel,Concessionnaire,Manuel,Premier,24.0,1186,73.97,5.0
Maruti,7,7931,120000,Diesel,Individuel,Manuel,Deuxième,26.59,1248,74.0,5.0
Hyundai,11,3231,48000,GNC,Individuel,Manuel,Premier,18.479999999999997,1495,93.7,5.0
Maruti,4,8354,5000,Essence,Individuel,Manuel,Premier,21.4,1197,83.1,5.0
Mahindra,9,5464,80000,Diesel,Individuel,Manuel,Deuxième,15.96,2523,62.1,7.0
Maruti,9,6698,15000,Diesel,Individuel,Manuel,Premier,25.2,1248,74.0,5.0
Hyundai,6,8813,27000,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Mahindra,10,6463,60000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Honda,6,11163,15000,Essence,Individuel,Automatique,Premier,15.4,1497,117.3,7.0
Maruti,10,5288,120000,Diesel,Individuel,Manuel,Deuxième,20.77,1248,88.76,7.0
Skoda,11,2585,70000,Diesel,Individuel,Manuel,Troisième,20.86,1199,75.0,5.0
Hyundai,15,2526,70000,Essence,Individuel,Manuel,Deuxième,20.36,1197,78.9,5.0
Honda,7,7638,61915,Diesel,Individuel,Manuel,Premier,27.3,1498,98.6,5.0
Volkswagen,12,3290,131000,Diesel,Individuel,Manuel,Quatrième,20.54,1598,103.6,5.0
Ford,6,9988,60000,Diesel,Individuel,Manuel,Premier,22.77,1498,98.59,5.0
Mahindra,10,3878,136000,Diesel,Individuel,Manuel,Deuxième,15.96,2523,62.1,7.0
Maruti,8,2468,50000,Essence,Individuel,Manuel,Deuxième,22.74,796,47.3,5.0
Hyundai,8,7638,100000,Diesel,Individuel,Manuel,Premier,22.54,1396,88.73,5.0
Hyundai,9,6756,120000,Diesel,Individuel,Manuel,Troisième,22.32,1582,126.32,5.0
Ford,4,7931,2789,Essence,Concessionnaire,Manuel,Premier,18.16,1196,86.8,5.0
Hyundai,7,12925,70000,Diesel,Individuel,Manuel,Premier,19.67,1582,126.2,5.0
BMW,4,63450,7500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Maruti,9,5992,100000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
Maruti,6,7344,25000,Essence,Individuel,Manuel,Premier,22.0,1197,81.8,5.0
Volkswagen,9,4594,120000,Diesel,Individuel,Manuel,Deuxième,20.14,1498,88.8,5.0
Renault,9,6698,40000,Diesel,Concessionnaire,Manuel,Premier,20.45,1461,83.8,5.0
Ford,13,2938,47000,Essence,Individuel,Manuel,Premier,15.3,1596,101.0,5.0
Hyundai,14,4230,60000,Essence,Individuel,Automatique,Deuxième,15.0,1396,100.0,5.0
Hyundai,5,4113,10000,Essence,Individuel,Manuel,Deuxième,20.3,998,68.05,5.0
Maruti,13,4700,176062,Diesel,Individuel,Manuel,Premier,17.8,1248,75.0,5.0
Hyundai,5,16509,15000,Essence,Individuel,Manuel,Premier,15.8,1591,121.3,5.0
Mahindra,8,8460,80000,Diesel,Individuel,Manuel,Premier,15.4,2523,75.0,9.0
Mahindra,15,2233,120000,Diesel,Individuel,Manuel,Deuxième,13.6,2523,63.0,7.0
Tata,4,6169,9200,Essence,Individuel,Automatique,Premier,23.84,1199,83.83,5.0
Tata,16,764,120000,Diesel,Individuel,Manuel,Troisième,17.88,1396,52.8,5.0
Nissan,10,4113,90000,Essence,Individuel,Automatique,Deuxième,17.97,1498,99.6,5.0
Maruti,13,1175,180000,Essence,Individuel,Manuel,Deuxième,19.0,998,67.1,5.0
Maruti,7,7638,35000,Essence,Individuel,Manuel,Deuxième,21.4,1197,83.1,5.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Nissan,10,3643,91400,Essence,Individuel,Automatique,Deuxième,19.34,1198,76.0,5.0
Hyundai,6,5992,25000,Essence,Individuel,Manuel,Premier,18.9,1197,82.0,5.0
Maruti,10,2644,58343,Essence,Autre connexion,Manuel,Premier,21.79,998,67.05,5.0
Maruti,18,1058,40000,Essence,Individuel,Manuel,Deuxième,19.7,796,46.3,5.0
Maruti,6,3055,9000,Essence,Individuel,Manuel,Premier,16.8,796,34.2,8.0
Hyundai,18,2350,200000,Diesel,Individuel,Manuel,Deuxième,13.1,1493,82.0,5.0
Maruti,13,999,150000,Essence,Individuel,Manuel,Troisième,19.7,796,46.3,5.0
Mahindra,7,13806,110000,Diesel,Individuel,Manuel,Premier,16.0,2179,140.0,7.0
Hyundai,4,6169,100000,Essence,Individuel,Manuel,Premier,20.14,1197,81.86,5.0
Maruti,7,2938,20000,Essence,Individuel,Manuel,Deuxième,23.95,998,67.05,5.0
Hyundai,5,6815,32000,Essence,Individuel,Manuel,Premier,18.9,1197,81.86,5.0
Maruti,10,4183,70000,Diesel,Individuel,Manuel,Deuxième,23.4,1248,74.0,5.0
Chevrolet,12,1763,35000,Essence,Individuel,Manuel,Premier,18.0,995,62.0,5.0
Tata,12,3525,80000,Diesel,Individuel,Manuel,Deuxième,11.57,2179,138.1,7.0
Volvo,5,29081,2000,Diesel,Concessionnaire,Automatique,Premier,16.8,1984,150.0,5.0
Mahindra,10,11163,49700,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Mahindra,13,5288,78000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Mahindra,10,5487,157000,Diesel,Individuel,Manuel,Premier,15.96,2523,62.1,7.0
Maruti,10,6169,116000,Diesel,Individuel,Manuel,Deuxième,23.4,1248,74.0,5.0
Renault,7,3408,10000,Essence,Individuel,Manuel,Premier,25.17,799,53.3,5.0
Honda,5,10869,28900,Essence,Concessionnaire,Manuel,Premier,17.8,1497,117.3,5.0
Toyota,5,37600,60000,Diesel,Individuel,Automatique,Premier,15.04,2755,174.5,7.0
Maruti,9,2820,50000,Essence,Individuel,Manuel,Premier,22.74,796,47.3,5.0
Maruti,5,5229,5000,Essence,Individuel,Automatique,Deuxième,20.51,998,67.0,5.0
Mahindra,5,17625,40000,Diesel,Individuel,Manuel,Premier,16.36,2179,140.0,7.0
Honda,7,7050,26000,Essence,Concessionnaire,Automatique,Premier,19.0,1199,88.7,5.0
Hyundai,15,1410,110000,GNC,Individuel,Manuel,Troisième,18.479999999999997,1495,94.0,5.0
Hyundai,6,5288,56290,Diesel,Concessionnaire,Manuel,Premier,24.0,1186,73.97,5.0
Tata,13,2233,100000,Diesel,Individuel,Manuel,Deuxième,18.8,1248,90.0,5.0
Maruti,5,8695,9000,Essence,Individuel,Automatique,Premier,21.4,1197,83.1,5.0
Maruti,6,3643,35000,Essence,Individuel,Manuel,Premier,24.7,796,47.3,5.0
Maruti,8,7403,147000,Diesel,Individuel,Manuel,Deuxième,26.59,1248,74.0,5.0
Hyundai,13,1763,123278,Essence,Individuel,Manuel,Deuxième,20.36,1197,78.9,5.0
Hyundai,15,2056,40000,Essence,Individuel,Manuel,Premier,0.0,1086,62.0,5.0
Maruti,10,5640,80000,Diesel,Individuel,Manuel,Premier,23.4,1248,74.0,5.0
Ford,8,5088,70000,Diesel,Individuel,Manuel,Premier,25.83,1498,99.0,5.0
Autres,5,10693,20000,Diesel,Concessionnaire,Manuel,Premier,17.0,2596,80.8,5.0
Hyundai,20,693,70000,Essence,Individuel,Manuel,Deuxième,13.2,1495,94.0,5.0
Volkswagen,7,6580,35000,Essence,Individuel,Manuel,Premier,16.2,1199,74.0,5.0
BMW,4,64625,8500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Volvo,4,64625,17000,Diesel,Individuel,Automatique,Premier,18.0,1969,190.0,5.0
Maruti,5,8225,45000,Diesel,Individuel,Manuel,Premier,28.4,1248,74.02,5.0
Maruti,6,7344,70000,Diesel,Concessionnaire,Manuel,Premier,23.4,1248,74.0,5.0
Mahindra,12,6463,70000,Diesel,Individuel,Manuel,Deuxième,12.05,2179,120.0,9.0
Maruti,17,1528,80000,Essence,Individuel,Manuel,Troisième,18.9,998,67.1,5.0
Maruti,10,5288,120000,Diesel,Individuel,Manuel,Deuxième,22.9,1248,74.0,5.0
BMW,4,63450,7500,Diesel,Concessionnaire,Automatique,Premier,16.78,1995,190.0,5.0
Maruti,5,5405,70000,GNC,Individuel,Manuel,Premier,37.24,998,58.16,5.0
Tata,8,5910,110000,Diesel,Individuel,Manuel,Premier,14.1,2179,147.94,7.0
Tata,9,5875,90000,Diesel,Individuel,Manuel,Deuxième,15.05,2179,147.9,7.0
Hyundai,13,2350,120000,Essence,Individuel,Manuel,Troisième,18.5,1197,80.0,5.0
Hyundai,6,5288,56290,Diesel,Concessionnaire,Manuel,Premier,24.0,1186,73.97,5.0
Autres,10,4700,90000,Diesel,Individuel,Manuel,Premier,20.3,1248,92.0,5.0
Maruti,6,5640,55000,Essence,Individuel,Manuel,Premier,20.85,1197,83.14,5.0
Nissan,10,2938,120000,Diesel,Individuel,Manuel,Premier,23.08,1461,63.1,5.0
Mahindra,8,12338,65000,Diesel,Individuel,Manuel,Premier,15.1,2179,140.0,7.0
Hyundai,12,1939,75000,Essence,Individuel,Manuel,Premier,17.92,1086,62.1,5.0
Jaguar,6,31854,9000,Diesel,Concessionnaire,Automatique,Premier,13.6,1999,177.0,5.0
Maruti,6,8225,15000,Essence,Individuel,Automatique,Premier,21.21,1197,81.8,5.0
Tata,6,15275,40000,Diesel,Individuel,Automatique,Premier,17.6,2179,153.86,7.0
Ford,4,8002,10000,Essence,Individuel,Manuel,Premier,19.0,1194,94.68,5.0
Maruti,8,3760,30000,Essence,Individuel,Manuel,Premier,23.95,998,67.05,5.0
Toyota,7,21150,30000,Diesel,Individuel,Automatique,Premier,11.36,2755,171.5,7.0
Mahindra,4,14100,15000,Diesel,Individuel,Manuel,Premier,20.0,1497,115.0,5.0
Hyundai,15,1880,100000,Essence,Individuel,Manuel,Quatrième,13.9,1599,103.2,5.0
BMW,5,68503,30000,Diesel,Individuel,Automatique,Premier,17.09,2993,261.4,4.0
Maruti,11,1586,70000,Essence,Individuel,Manuel,Premier,19.7,796,46.3,5.0
Mahindra,15,2938,200000,Diesel,Individuel,Manuel,Premier,13.6,2523,63.0,7.0
Maruti,5,9999,50000,Diesel,Individuel,Automatique,Premier,28.4,1248,74.02,5.0
Hyundai,6,4113,20000,Essence,Individuel,Manuel,Deuxième,21.1,814,55.2,5.0
Autres,6,18213,87500,Diesel,Individuel,Manuel,Premier,17.1,1956,170.0,5.0
Maruti,5,7050,69779,Essence,Concessionnaire,Automatique,Premier,22.0,1197,81.8,5.0
